price,surface,piece,rooms,bathroom,address,description,more_features_1_dict,more_features_2_dict
1 250 000 DH,55 m²,2 Pièces,1 Chambre,1 Salle de bain,Ferme Bretonne (Hay Arraha) à Casablanca,"Superbe appartement à vendre à Ferme Bretonne Hay Arraha
Achetez votre appartement. Prix 1 150 000 DH. 2 pièces, 1 salle de bains, superficie 55 m². 1 chambre à coucher. Moins d'un an. Revêtement: Marbre. Confort et sécurité avec chauffage central, porte blindée et double vitrage.

Cet appartement est proposé à la vente à Ferme Bretonne (Hay Arraha). Confort et sécurité avec service de conciergerie et climatisation. Résidence équipée d'un ascenseur. Vous profiterez également d'une belle terrasse.

Contactez-nous pour visiter cet appartement à vendre à Casablanca. Équipé d'une parabole. La résidence est sécurisée. Cuisine bien équipée.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', ""Etat du bien\nMoins d'un an"": ""Etat du bien\nMoins d'un an"", 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Antenne parabolique': 'Antenne parabolique', 'Climatisation': 'Climatisation', 'Chauffage central': 'Chauffage central', 'Sécurité': 'Sécurité', 'Double vitrage': 'Double vitrage', 'Porte blindée': 'Porte blindée', 'Cuisine équipée': 'Cuisine équipée'}"
950 000 DH,93 m²,1 Pièce,3 Chambres,2 Salles de bains,Bernoussi à Casablanca,"Très jolie appartement à vendre LOT AL badr
Bonjour,
Appartement à vendre sur 3 éme étage avec ascenseur vue piscine et jardin et vue boulevard
3 chambres
2 toilettes avec douche
1 cuisine équipée
Garage de 15 m2 titré avec l'appartement.
Pour les intéressés légèrement négociable.
N'hésite pas à me contacter","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Surface habitable\n93 m²': 'Surface habitable\n93 m²', 'Surface extérieure\n15 m²': 'Surface extérieure\n15 m²', 'Etat\nNouveau': 'Etat\nNouveau', 'Etat du bien\n1-5 ans': 'Etat du bien\n1-5 ans', 'Étage du bien\n3ème': 'Étage du bien\n3ème', 'Orientation\nOuest': 'Orientation\nOuest', 'Type du sol\nCarrelage': 'Type du sol\nCarrelage'}","{'Jardin': 'Jardin', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Piscine': 'Piscine', 'Salon Marocain': 'Salon Marocain', 'Antenne parabolique': 'Antenne parabolique', 'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Porte blindée': 'Porte blindée', 'Cuisine équipée': 'Cuisine équipée'}"
33 120 000 DH,2070 m²,4 Salles de bains,,,Anfa à Casablanca,"Villa sur Bd Abdelkrim Al Khattabi
Vip Services Maroc & Yakeey

**À Vendre : Villa Exceptionnelle sur le Boulevard Abdelkrim Al Khattabi, Casa Anfa**

**Description :**
Découvrez cette villa rare située en plein cœur de Casa Anfa, offrant un potentiel unique. Idéale pour une modernisation complète ou pour être rasée afin de bâtir un projet professionnel ou résidentiel selon vos besoins.

**Caractéristiques :**
- **Surface du terrain:** 2070 m²
- **Surface construite:** 700 m²

**Prix :**
- **Prix au m²:** 16 000 DHS/m²
- **Prix total:** 33 120 000 DHS

**Honoraires de l'agence :** 2,5% TVA

Cette propriété est une opportunité à ne pas manquer pour les investisseurs visionnaires ou les particuliers recherchant un emplacement prestigieux. Contactez-nous dès maintenant pour organiser une visite et découvrir toutes les possibilités qu'elle offre.","{'Type de bien\nBureau': 'Type de bien\nBureau', 'Etat\nÀ rénover': 'Etat\nÀ rénover', 'Etat du bien\n30-50 ans': 'Etat du bien\n30-50 ans', 'Étage du bien\n1er': 'Étage du bien\n1er', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Jardin': 'Jardin', 'Terrasse': 'Terrasse', 'Garage': 'Garage'}"
3 650 000 DH,349 m²,6 Pièces,4 Chambres,3 Salles de bains,Les Hôpitaux à Casablanca,"Appt haut standing dernier étage sans de vis à vis
En plein Boulevard Moulay Idriss 1er, côté Regie des Tabacs, dans un immeuble de bon standing, Vip Services Maroc et Yakeey vous présentent cet appartement au 5ème et dernier étage, sans vis-à-vis. Voici les détails essentiels:

• Orientations: Sud-Est, Sud et ouest

• Composition:

• Très belle réception de plus de 100 m2 avec cheminée centrale et 4 espaces salons.

• 2 chambres avec placards, orientées à l’ouest, avec une sa salle de bain commune.

• 1 suite parentale de 40 m2 avec dressing. Salle de bain équipée d’une douche et d’une baignoire, avec sanitaires de marque CRW. Balcon attenant à la suite parentale.

• 1 suite junior avec balcon.

• Cuisine de 20 m2 avec buanderie.

• 1 suite pour le personnel.

• Superficie totale sur titre foncier: 349 m2.

• Superficie habitable: 281 m2.

• 4 places au garage, d’une superficie totale de 68 m2.

• Habillages muraux de qualité, que ce soit en papiers peints ou en peintures.

• Prix: 3 650 000 dirhams.

• Syndic: 300 dirhams.

• Honoraires d’agence: 2,5 % TVA.

N’hésitez pas à me contacter pour plus d’informations ou pour organiser une visite. Cet appartement est une opportunité exceptionnelle!","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n5-10 ans': 'Etat du bien\n5-10 ans', 'Étage du bien\n5ème': 'Étage du bien\n5ème', 'Orientation\nSud': 'Orientation\nSud', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Cheminée': 'Cheminée', 'Climatisation': 'Climatisation', 'Cuisine équipée': 'Cuisine équipée'}"
3 000 000 DH,100 m²,10 Pièces,7 Chambres,3 Salles de bains,Hay Moulay Abdellah à Casablanca,"Très belle maison en vente à Hay Moulay Abdellah. 3 façades. Meublé.
Occasion à saisir pour cette maison à vendre. Prix 3 000 000 DH. 7 chambres, 3 salles de bains, 100 m². 10 pièces. Moins de 30 ans. Revêtement: Carrelage. Entièrement meublé.

Cette maison est en vente à Hay Moulay Abdellah. Sécurité maximale avec porte blindée. Superbe salon marocain et antenne parabolique. Air conditionné.

Programmez dès maintenant votre visite pour cette maison d'exception à Casablanca. Four. Isolation sonore avec double vitrage. Cuisine bien équipée.","{'Type de bien\nMaison': 'Type de bien\nMaison', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n20-30 ans': 'Etat du bien\n20-30 ans', 'Type du sol\nCarrelage': 'Type du sol\nCarrelage'}","{'Garage': 'Garage', 'Chambre rangement': 'Chambre rangement', 'Meublé': 'Meublé', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen', 'Antenne parabolique': 'Antenne parabolique', 'Climatisation': 'Climatisation', 'Double vitrage': 'Double vitrage', 'Porte blindée': 'Porte blindée', 'Cuisine équipée': 'Cuisine équipée', 'Réfrigérateur': 'Réfrigérateur', 'Four': 'Four'}"
4 600 000 DH,337 m²,7 Pièces,4 Chambres,3 Salles de bains,Racine à Casablanca,"Beau duplex à vendre, place des iris à racine
Ref AV693ZagA / BEAU DUPLEX à vendre, 337 m2, 2 suites et 2 chambres, PLACE DES IRIS à RACINE, 4.6 MDH

AU DERNIER ÉTAGE
BONNE ORIENTATION

Superficie totale de 337 m titré :
4ème étage : 152 m2 dont 10 m2 de terrasse
5ème étage : 137 m2 dont 23 m2 de terrasse
box sur le toit : 12 m2
box au Sous sol : 8 m2
parking et Box : 28 m2

4ème étage :
Hall d'entrée
Double Salon ouvert sur TERRASSE
Espace Repas
Coin Cheminée ouvert sur Terrasse
Coin Bar
Séjour ( espace Bureau )
Toilette invités
Cuisine
Chambre du Personnel avec Sanitaires
Buanderie

5ème étage :
Suite Parentale avec Sdb, double dressing et sa TERRASSE
Suite Junior avec Sdb, placards et TERRASSE
2 Chambres enfants avec leur placards
Sdb Commune

2 places au Garage titré
Box titrés (au toit et au sous-sol)

Les plus de ce duplex :
- Belle Adresse
- Immeuble de Bon Standing, très bien entretenu
- Bonne Orientation
- Beaucoup de Clarté, Lumière
- 3 Terrasses
- 2 places au garage
- Dernier Etage
- Grande Reception
- Chambre du Personnel
- Beaucoup de Rangement

Prix : 4 600 000 DH
Frais d’agence 2,5% HT

Agence UNIVERS FONCIER
(ref du bien AV693ZagA)","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Étage du bien\n4ème': 'Étage du bien\n4ème'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Cheminée': 'Cheminée'}"
6 800 000 DH,280 m²,6 Pièces,3 Chambres,3 Salles de bains,Oasis à Casablanca,"Très belle villa contemporaine à vendre, oasis
Ref VV223 / TRÈS BELLE VILLA CONTEMPORAINE à vendre, 280 m2 de terrain, 3 belles suites, OASIS, prix 6.8 MDH

Superficie de 280 m2 de terrain et 400 m2 de bâti sur 3 niveaux, avec une une façade de 11 ml

Se trouvant dans une impasse, AU CALME
Bénéficiant de Beaux Espaces
Avec Beaucoup de Clarté

RdC :
- 4 Salons avec de Grandes Portes Fenêtres et une Hauteur sous Plafond de 4 m et 7 m ( Salon Marocain / Coin Cheminée / Salon TV / Coin Repas )
- Toilette Invités ( sanitaires Porcelanosa )
- Jardin Dallé et Terrasse

Étage :
- Grande Suite Parentale avec Dressing et Sdb Baignoire
- 2 Suites Juniors avec chacune son Dressing et sa Sdb Douche

Sous Sol :
- Grande et Belle Cuisine Moderne avec Îlot central ouvert sur 1er Cour Anglaise
- Buanderie
- Toilette Invités
- Chambre d'amis ouverte 2de Cour Anglaise
- Piscine Chauffée
- Salle de Sport
- Hammam Beldi
- Garage pour 2 Voitures et Coin Motos
- Cave bien isolée et aérée avec les 2 cours Anglaises

Les plus de cette Villa :
- Villa bien Conçue, espaces bien optimisés
- Villa située au Calme total, dans une Impasse
- Très Belles Prestations
- Climatisation Centralisée
- Chauffage Central au Gaz (installation conçue pour chauffer aussi bien le Hamam Beldi, que la Pompe à Chaleur de la Piscine)
- Plaques Solaires sur le Toit
- Système de Domotique permettant de gérer à distance des commandes ( volets roulants, climatisation )
- Volets Roulants en Extrudés
- Baies vitrées avec Portes intégrées (Profilé Alu 1er Choix,Verre Stadip)
- Belle Hauteur Sous Plafond (au Rdc : 4 et 7 ml)
- Stores Rideaux Motorisés
- Cave au Sous Sol Aérée
- Pas de vis à vis
- Villa bénéficiant de Beaucoup de Clarté

PRIX DE VENTE : 6.800.000 DHS
Honoraires : 2.5% TVA

Agence UNIVERS FONCIER
(réf du bien VV223)","{'Type de bien\nVilla': 'Type de bien\nVilla', 'Etat\nBon état': 'Etat\nBon état'}","{'Jardin': 'Jardin', 'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Piscine': 'Piscine', 'Salon Marocain': 'Salon Marocain', 'Cheminée': 'Cheminée', 'Climatisation': 'Climatisation', 'Chauffage central': 'Chauffage central'}"
2 650 000 DH,209 m²,6 Pièces,3 Chambres,2 Salles de bains,Racine à Casablanca,"BEL APPARTEMENT à vendre, 209 m2, RACINE
Ref AV481 / BEL et GRAND APPARTEMENT à vendre, 209 m2, 3 chambres dont 1 suite, RACINE, prix 2,65 MDH

Idéalement situé, en plein quartier Racine, proche de toutes les commodités

Au 1er étage, d’une Résidence de bon Standing

Superficie de 196 m2 habitable incluant balcon et buanderie plus 13 m2 de garage titré

- hall
- grand double salon ouvert sur grand balcon
- toilette invités
- suite Parentale avec sdb Baignoire et placards
- 2 chambres enfants avec sdb commune et placards
- office cuisine
- cuisine ouverte sur terrasse de 55 avec Barbecue
- buanderie
- chambre personnel avec wc
- 1 place de garage titré

Climatiseurs
Beaucoup de placards de rangement
Belles prestations

PRIX DE VENTE: 2.650.000 DHS
Honoraires: 2.5% TVA

Agence UNIVERS FONCIER 
(réf du bien AV481)","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Étage du bien\n1er': 'Étage du bien\n1er'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage'}"
1 650 000 DH,129 m²,5 Pièces,3 Chambres,2 Salles de bains,Val Fleury à Casablanca,"Bel appartement à vendre, VAL FLEURI
Ref AV728yac / 1.650.000 DHS à VAL FLEURI
BEL APPARTEMENT à vendre, 129 m2, 1 suite et 2 chambres, VAL FLEURI, 1.65 MDH

Appartement de standing au 3ème étage d'un immeuble de 5 étages

Bien traversant avec double façade, offrant une luminosité exceptionnelle

- double salon avec cheminée chaleureux et convivial, orienté plein sud
- coin repas adjacent à une cuisine fonctionnelle et bien équipée
- spacieuse suite parentale avec son balcon et sa sdb
- 2 chambres
- sdb commune
- 1 place de parking dédiée dans le garage de la résidence

Cet appartement contemporain et lumineux saura séduire les amateurs de beaux volumes et de confort.

Situé dans un quartier recherché, il bénéficie de tous les atouts pour une qualité de vie idéale

Prix : 1 650 000 DH
Frais d’agence 2,5% HT

Agence UNIVERS FONCIER
(ref du bien AV728yac)","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Étage du bien\n3ème': 'Étage du bien\n3ème'}","{'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Cheminée': 'Cheminée'}"
7 000 000 DH,166 m²,2 Salles de bains,,,Gauthier à Casablanca,"Très beau café restaurant à vendre sur Gauthier
Ref LV25Fej / 7.000.000 DH - GAUTHIER
TRÈS BEAU CAFÉ RESTAURANT À VENDRE, FONDS & MURS, sur GAUTHIER

CAFÉ TRÈS BIEN AMÉNAGÉ ET ÉQUIPÉ, dans les normes
AVEC GAINE DE RESTAURANT
AVEC 2 TRÈS BELLES TERRASSES

Superficie :
- Rez de Chaussée 70 m2
- Mezzanine 42 m2
- Terrasse autorisée 54 m2

EMPLACEMENT STRATEGIQUE au coeur de Gauthier

Local en activité
Possibilité d'avoir la licence d'alcool
Pas de travaux à prévoir

PRIX DE VENTE FONDS ET MURS : 7.000 000 DHS
Frais d’agence 2,5% HT

Agence UNIVERS FONCIER
(réf du bien LV25Fej)","{'Type de bien\nLocal commercial': 'Type de bien\nLocal commercial', 'Etat\nBon état': 'Etat\nBon état'}",{}
1 351 000 DH,68 m²,2 Pièces,2 Chambres,2 Salles de bains,Franceville à Casablanca,"Des appartements haut standing à Franceville
Bonjour , je suis Youssra chargée de projet Atlantis Signature
Des appartements haut standing disponible à la vente , pour une superficie qui commence à partir de 68 m² avec un bon prix
plus une place parking sous sol numéroté et titré
merci de nous contacter pour plus de renseignements","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', ""Etat du bien\nMoins d'un an"": ""Etat du bien\nMoins d'un an"", 'Étage du bien\n6ème': 'Étage du bien\n6ème', 'Orientation\nOuest': 'Orientation\nOuest'}","{'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Façade extérieure': 'Façade extérieure', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen', 'Antenne parabolique': 'Antenne parabolique', 'Climatisation': 'Climatisation', 'Chauffage central': 'Chauffage central', 'Sécurité': 'Sécurité', 'Double vitrage': 'Double vitrage', 'Porte blindée': 'Porte blindée', 'Cuisine équipée': 'Cuisine équipée'}"
1 478 000 DH,84 m²,2 Pièces,2 Chambres,2 Salles de bains,Franceville à Casablanca,"Des appartements a vendre quartier france ville
bonjour , je suis Youssra chargée de projet Atlantis Signature , R6 avec 2 parking sous sol et 3 ascenseurs
Un appartement de 84 m² disponible à la vente bien orientée sans vis à vis
merci de nous contacter pour plus d'informations","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', ""Etat du bien\nMoins d'un an"": ""Etat du bien\nMoins d'un an"", 'Étage du bien\n2ème': 'Étage du bien\n2ème', 'Orientation\nOuest': 'Orientation\nOuest', 'Type du sol\nParquet': 'Type du sol\nParquet'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Façade extérieure': 'Façade extérieure', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen', 'Antenne parabolique': 'Antenne parabolique', 'Climatisation': 'Climatisation', 'Chauffage central': 'Chauffage central', 'Sécurité': 'Sécurité', 'Double vitrage': 'Double vitrage', 'Porte blindée': 'Porte blindée', 'Cuisine équipée': 'Cuisine équipée'}"
1 351 000 DH,68 m²,2 Pièces,2 Chambres,1 Salle de bain,Franceville à Casablanca,"Des appartements a vendre quartier france ville
bonjour , je suis Youssra chargée de projet Atlantis Signature , R6 avec 2 parking sous sol et 3 ascenseurs
Un appartement de 68 m² disponible à la vente bien orientée sans vis à vis
merci de nous contacter pour plus d'informations","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', ""Etat du bien\nMoins d'un an"": ""Etat du bien\nMoins d'un an"", 'Étage du bien\n6ème': 'Étage du bien\n6ème', 'Orientation\nOuest': 'Orientation\nOuest', 'Type du sol\nParquet': 'Type du sol\nParquet'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Façade extérieure': 'Façade extérieure', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen', 'Antenne parabolique': 'Antenne parabolique', 'Climatisation': 'Climatisation', 'Chauffage central': 'Chauffage central', 'Sécurité': 'Sécurité', 'Double vitrage': 'Double vitrage', 'Porte blindée': 'Porte blindée', 'Cuisine équipée': 'Cuisine équipée'}"
